,review_10,review_9or10,review_scores_value,superhost,host_days,host_days,response_rate,host_listings_count,host_verifications,host_pic,id_verified,neighbourhood_cleansed,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,real_bed,amenities,price,sec_dep,cleaning_fee,extra_people,guests_included,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,business_travel_ready,cancellation_policy,lat,lon,galleries,rats
2506,1,1,10,0,2373.0,2373.0,100,1.0,4,1,1,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,26,200,500.0,100.0,0,1,4,30,15,0,0,strict_14_with_grace_period,40.76168,-73.99461,4,2527
2507,1,1,10,0,1951.0,1951.0,100,42.0,7,1,0,Woodside,Queens,House,Private room,1,2.0,1.0,1.0,1,9,45,0.0,75.0,0,1,28,1125,6,1,0,strict_14_with_grace_period,40.74446,-73.90466,1,4280
2508,0,1,9,0,2478.0,2478.0,83,9.0,6,1,1,Williamsburg,Brooklyn,Apartment,Entire home/apt,7,1.0,3.0,3.0,1,19,315,0.0,185.0,40,6,5,90,57,1,0,strict_14_with_grace_period,40.71084,-73.95259,12,8434
2509,1,1,10,0,2558.0,2558.0,60,2.0,6,1,1,Upper West Side,Manhattan,Apartment,Entire home/apt,7,3.0,4.0,9.0,1,25,800,5000.0,250.0,100,2,1,1125,1,0,0,strict_14_with_grace_period,40.79096,-73.9732,17,8021
2510,1,1,10,0,1038.0,1038.0,100,1.0,3,1,0,Upper West Side,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,26,195,0.0,85.0,0,1,1,1125,31,1,0,flexible,40.78986,-73.96688,4,10087
2511,1,1,10,1,1865.0,1865.0,100,3.0,5,1,0,Bushwick,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,28,65,200.0,15.0,0,1,1,24,70,1,0,flexible,40.70181,-73.91566,1,18953
2512,1,1,10,0,2558.0,2558.0,60,2.0,6,1,1,Upper West Side,Manhattan,Apartment,Entire home/apt,8,3.0,4.0,9.0,1,31,1200,5000.0,250.0,100,2,2,1125,4,1,0,flexible,40.79074,-73.9729,17,8021
2513,1,1,10,1,1691.0,1691.0,100,1.0,5,1,0,Fort Greene,Brooklyn,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,32,180,500.0,60.0,0,1,2,21,40,1,0,flexible,40.68925,-73.97108,2,8703
2514,0,1,9,0,1949.0,1949.0,100,1.0,3,1,0,East Elmhurst,Queens,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,1,29,75,1000.0,0.0,30,1,1,10,43,0,0,strict_14_with_grace_period,40.75817,-73.89893,1,4280
2515,0,1,9,0,1676.0,1676.0,0,1.0,6,1,1,Boerum Hill,Brooklyn,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,19,130,0.0,50.0,0,1,5,1125,10,0,0,flexible,40.69033,-73.98994,12,3870
2516,1,1,10,1,501.0,501.0,90,1.0,2,1,0,Mill Basin,Brooklyn,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,25,85,200.0,100.0,10,1,2,1125,55,1,0,strict_14_with_grace_period,40.61768,-73.91669,3,1057
2517,1,1,10,0,501.0,501.0,100,1.0,4,1,0,Fort Greene,Brooklyn,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,18,125,1000.0,30.0,0,1,3,1125,11,0,0,moderate,40.69466,-73.98222,12,3870
2518,1,1,10,0,1967.0,1967.0,86,1.0,5,1,1,Greenpoint,Brooklyn,Apartment,Private room,2,1.0,1.0,0.0,1,21,72,800.0,40.0,30,1,3,1125,4,1,0,moderate,40.72763,-73.95627,4,3727
2519,1,1,10,0,1858.0,1858.0,100,1.0,8,1,0,Chelsea,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,29,230,0.0,75.0,10,2,3,1125,5,0,0,strict_14_with_grace_period,40.74462,-74.0013,102,4290
2520,1,1,10,0,769.0,769.0,90,1.0,3,1,0,Williamsburg,Brooklyn,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,14,170,100.0,120.0,50,1,2,1125,7,1,0,flexible,40.71858,-73.95411,12,8434
2521,0,0,8,0,554.0,554.0,100,2.0,2,1,0,East Village,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,15,250,100.0,100.0,0,1,7,60,23,1,0,strict_14_with_grace_period,40.7297,-73.98552,19,6868
2522,1,1,10,0,2775.0,2775.0,90,2.0,4,1,0,West Village,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,12,225,200.0,100.0,0,1,2,1125,24,0,0,strict_14_with_grace_period,40.73692,-74.00531,22,4471
2523,0,1,9,0,500.0,500.0,86,7.0,6,1,0,Bedford-Stuyvesant,Brooklyn,Apartment,Private room,4,3.0,1.0,2.0,1,18,68,0.0,25.0,10,2,2,1125,35,0,0,strict_14_with_grace_period,40.69075,-73.94132,3,22526
2524,0,0,7,0,500.0,500.0,86,7.0,6,1,0,Bedford-Stuyvesant,Brooklyn,Apartment,Private room,2,3.0,1.0,1.0,1,8,60,0.0,25.0,10,2,2,1125,9,0,0,strict_14_with_grace_period,40.69034,-73.94265,3,22526
2525,1,1,10,0,1349.0,1349.0,100,3.0,9,1,0,Bushwick,Brooklyn,House,Private room,2,1.0,1.0,1.0,1,20,50,0.0,10.0,0,1,2,30,36,1,0,moderate,40.68991,-73.91179,3,22526
2526,1,1,10,1,2057.0,2057.0,100,1.0,5,1,0,Morningside Heights,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,21,60,0.0,25.0,20,2,2,1125,88,0,0,strict_14_with_grace_period,40.80279,-73.96325,4,10087
2527,0,1,9,0,1638.0,1638.0,100,8.0,5,1,0,Bushwick,Brooklyn,Loft,Private room,2,2.0,1.0,2.0,1,36,80,0.0,15.0,10,2,2,1125,54,1,0,strict_14_with_grace_period,40.70442,-73.92752,1,18953
2528,0,1,9,0,1191.0,1191.0,100,1.0,8,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,10,200,0.0,95.0,40,2,2,1125,29,1,0,strict_14_with_grace_period,40.76035,-73.99524,4,2527
2529,1,1,10,1,2836.0,2836.0,100,1.0,5,1,0,Bushwick,Brooklyn,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,35,110,150.0,95.0,20,4,2,1125,39,1,0,moderate,40.69279,-73.91423,3,22526
2530,1,1,10,0,3343.0,3343.0,90,1.0,5,1,1,Bedford-Stuyvesant,Brooklyn,Loft,Entire home/apt,2,1.0,0.0,1.0,1,20,150,0.0,75.0,0,1,5,12,8,0,0,strict_14_with_grace_period,40.68518,-73.93517,3,22526
2531,1,1,10,1,2554.0,2554.0,90,1.0,8,1,0,Washington Heights,Manhattan,Apartment,Private room,2,1.0,1.0,2.0,1,24,75,0.0,15.0,15,2,2,14,31,0,0,moderate,40.85045,-73.93493,1,6342
2532,1,1,10,1,1502.0,1502.0,100,2.0,6,1,0,Bensonhurst,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,18,85,0.0,30.0,8,1,3,28,40,0,0,strict_14_with_grace_period,40.61183,-73.98219,1,482
2533,1,1,10,1,499.0,499.0,100,1.0,1,1,0,Crown Heights,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,21,75,0.0,15.0,0,2,1,5,40,0,0,flexible,40.66957,-73.95764,2,3552
2534,1,1,10,0,562.0,562.0,99,49.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,15,99,0.0,30.0,30,2,1,1125,2,1,0,strict_14_with_grace_period,40.75516,-73.99547,12,642
2535,0,1,9,0,571.0,571.0,100,5.0,4,1,0,Williamsburg,Brooklyn,Apartment,Private room,2,2.0,1.0,1.0,1,32,70,0.0,20.0,10,1,2,1125,36,1,0,strict_14_with_grace_period,40.70844,-73.94415,1,16550
2536,1,1,10,1,540.0,540.0,100,2.0,5,1,0,Harlem,Manhattan,Apartment,Entire home/apt,7,1.0,1.0,2.0,1,33,250,0.0,50.0,75,4,2,999,58,1,0,moderate,40.82244,-73.94994,3,9233
2537,0,1,9,0,1384.0,1384.0,100,1.0,7,1,1,East Harlem,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,41,89,0.0,0.0,12,1,6,10,63,0,0,flexible,40.79889,-73.94489,3,9588
2538,0,1,9,0,3061.0,3061.0,100,2.0,7,1,1,Upper East Side,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,28,120,200.0,75.0,0,1,1,1,32,0,0,flexible,40.78319,-73.9544,14,5591
2539,0,1,9,0,1743.0,1743.0,100,2.0,5,1,1,Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,26,80,0.0,30.0,30,1,1,1125,14,0,0,moderate,40.82962,-73.94212,3,9233
2540,0,1,9,0,3294.0,3294.0,91,2.0,9,1,0,Cypress Hills,Brooklyn,Apartment,Entire home/apt,3,1.0,1.0,3.0,1,29,89,300.0,75.0,25,1,2,30,23,0,0,strict_14_with_grace_period,40.68351,-73.88448,1,3213
2541,0,1,9,0,564.0,564.0,99,49.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,2.0,1.0,1.0,1,16,99,0.0,30.0,30,1,1,1125,11,1,0,strict_14_with_grace_period,40.75562,-73.99539,12,642
2542,1,1,10,0,2258.0,2258.0,78,0.0,4,1,0,Financial District,Manhattan,Apartment,Private room,1,1.0,1.0,1.0,1,17,110,0.0,20.0,80,1,4,120,2,0,0,strict_14_with_grace_period,40.70956,-74.00608,8,2084
2543,1,1,10,1,2056.0,2056.0,100,2.0,9,1,0,Bushwick,Brooklyn,Apartment,Entire home/apt,6,2.5,3.0,3.0,1,36,250,0.0,125.0,25,6,2,1125,40,0,0,moderate,40.70382,-73.91456,1,18953
2544,1,1,10,1,2584.0,2584.0,100,2.0,6,1,0,Bedford-Stuyvesant,Brooklyn,House,Entire home/apt,6,2.0,2.0,2.0,1,26,250,250.0,150.0,60,6,3,30,39,0,0,strict_14_with_grace_period,40.68571,-73.93868,3,22526
2545,0,1,9,1,2629.0,2629.0,100,2.0,7,1,1,Bushwick,Brooklyn,Loft,Entire home/apt,5,1.0,2.0,2.0,1,30,175,0.0,100.0,25,2,3,1125,19,1,0,moderate,40.70743,-73.92294,1,18953
2546,0,1,9,0,893.0,893.0,97,13.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,2.0,1.0,1.0,1,23,110,0.0,10.0,20,1,1,1125,82,0,0,strict_14_with_grace_period,40.75974,-73.99016,4,2527
2547,0,1,9,0,893.0,893.0,97,13.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,2.0,1.0,1.0,1,22,110,0.0,10.0,20,1,1,1125,83,0,0,strict_14_with_grace_period,40.76037,-73.9917,4,2527
2548,0,1,9,0,892.0,892.0,97,13.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,2.0,1.0,2.0,1,23,115,0.0,10.0,20,1,1,1125,102,0,0,strict_14_with_grace_period,40.75983,-73.99119,4,2527
2549,0,0,8,0,892.0,892.0,97,13.0,7,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,2.0,1.0,1.0,1,23,105,0.0,10.0,20,1,1,1125,117,0,0,strict_14_with_grace_period,40.75981,-73.99011,4,2527
2550,1,1,10,1,3121.0,3121.0,100,1.0,10,1,0,Gramercy,Manhattan,Apartment,Entire home/apt,5,1.0,1.0,2.0,1,24,118,0.0,48.0,25,2,6,60,28,1,0,strict_14_with_grace_period,40.73508,-73.98477,19,6868
2551,0,1,9,1,543.0,543.0,100,1.0,2,1,0,Bedford-Stuyvesant,Brooklyn,Townhouse,Entire home/apt,8,2.5,3.0,5.0,1,38,204,500.0,250.0,30,6,5,28,39,1,0,moderate,40.68855,-73.9443,3,22526
2552,0,1,9,0,498.0,498.0,38,1.0,1,1,0,Nolita,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,10,220,0.0,80.0,0,1,5,1125,33,1,0,strict_14_with_grace_period,40.72159,-73.9962,68,3308
2553,1,1,10,0,497.0,497.0,20,3.0,5,1,0,Kips Bay,Manhattan,Apartment,Entire home/apt,6,2.0,3.0,4.0,1,15,575,0.0,125.0,0,2,3,1125,2,0,0,moderate,40.74236,-73.97485,11,1801
2554,0,1,9,0,1841.0,1841.0,100,5.0,7,1,1,Sunset Park,Brooklyn,Apartment,Private room,2,1.0,1.0,2.0,1,20,45,100.0,7.0,10,2,1,1125,18,0,0,strict_14_with_grace_period,40.64431,-74.01261,1,833
2555,0,1,9,0,496.0,496.0,100,1.0,2,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,1,1.0,1.0,1.0,1,10,85,200.0,10.0,0,1,2,14,13,1,0,flexible,40.76435,-73.99298,49,2613
2556,1,1,10,1,1655.0,1655.0,100,1.0,6,1,0,East Village,Manhattan,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,28,250,0.0,80.0,30,1,3,7,9,1,0,moderate,40.72781,-73.98424,11,12384
2557,0,1,9,0,565.0,565.0,100,7.0,7,1,0,Flushing,Queens,Apartment,Private room,2,1.0,1.0,2.0,1,27,73,100.0,35.0,15,2,1,1125,35,1,0,flexible,40.76003,-73.83307,2,1206
2558,1,1,10,0,2614.0,2614.0,92,2.0,4,1,1,South Slope,Brooklyn,Apartment,Private room,1,1.0,1.0,1.0,1,18,60,0.0,20.0,25,1,1,7,23,0,0,moderate,40.66477,-73.97999,3,4391
2559,0,0,8,0,517.0,517.0,100,35.0,2,1,0,Woodside,Queens,Townhouse,Private room,1,1.0,1.0,1.0,1,8,35,500.0,65.0,0,1,28,1125,2,0,0,strict_14_with_grace_period,40.7452,-73.89268,1,4280
2560,0,1,9,0,495.0,495.0,100,1.0,3,1,0,Harlem,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,22,120,0.0,0.0,30,3,2,25,43,1,0,strict_14_with_grace_period,40.82469,-73.94176,1,1238
2561,0,1,9,0,3798.0,3798.0,100,2.0,8,1,1,Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,11,40,0.0,60.0,30,1,1,30,39,1,0,strict_14_with_grace_period,40.82698,-73.93871,1,1238
2562,0,1,9,0,892.0,892.0,100,129.0,8,1,0,Woodside,Queens,Apartment,Private room,1,1.0,1.0,1.0,1,16,40,0.0,30.0,10,1,30,365,3,0,0,moderate,40.74411,-73.91077,1,4280
2563,0,1,9,0,494.0,494.0,100,1.0,2,1,0,Bushwick,Brooklyn,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,49,99,100.0,20.0,25,4,1,1125,130,1,0,moderate,40.693,-73.91078,3,22526
2564,0,1,9,0,892.0,892.0,100,129.0,8,1,0,Woodside,Queens,Apartment,Private room,2,1.0,1.0,1.0,1,17,55,0.0,30.0,0,1,30,365,2,0,0,moderate,40.74524,-73.90659,1,4280
2565,1,1,10,0,1960.0,1960.0,100,0.0,8,1,0,West Village,Manhattan,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,26,150,2500.0,250.0,0,1,30,180,3,0,0,strict_14_with_grace_period,40.73494,-74.00463,22,4471
2566,1,1,10,0,1286.0,1286.0,70,1.0,6,1,0,Bushwick,Brooklyn,Loft,Entire home/apt,2,1.0,1.0,1.0,1,16,130,180.0,100.0,0,1,5,30,21,0,0,strict_14_with_grace_period,40.70624,-73.9177,1,18953
2567,0,1,9,0,506.0,506.0,100,1.0,7,1,0,Upper East Side,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,26,350,200.0,80.0,40,2,2,1125,40,1,0,strict_14_with_grace_period,40.77134,-73.95498,10,1178
2568,1,1,10,1,2168.0,2168.0,100,1.0,5,1,0,Park Slope,Brooklyn,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,38,130,150.0,100.0,0,1,1,1125,30,0,0,moderate,40.6726,-73.98195,3,4391
2569,1,1,10,1,2500.0,2500.0,100,1.0,8,1,1,East Village,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,23,98,0.0,60.0,20,1,2,14,24,1,0,strict_14_with_grace_period,40.72875,-73.98443,19,6868
2570,0,0,8,0,499.0,499.0,90,1.0,5,1,0,Kips Bay,Manhattan,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,21,199,300.0,100.0,25,2,5,90,32,0,0,strict_14_with_grace_period,40.73968,-73.98217,14,781
2571,1,1,10,0,1498.0,1498.0,100,6.0,6,1,0,East New York,Brooklyn,House,Private room,4,1.0,1.0,2.0,0,29,65,0.0,65.0,10,1,5,1125,22,1,0,strict_14_with_grace_period,40.66983,-73.87745,1,3213
2572,1,1,10,0,1498.0,1498.0,100,6.0,6,1,0,East New York,Brooklyn,House,Private room,2,1.0,1.0,1.0,0,30,45,0.0,35.0,10,1,6,1125,36,1,0,strict_14_with_grace_period,40.67061,-73.8759,1,3213
2573,0,1,9,0,2219.0,2219.0,100,3.0,9,1,1,Williamsburg,Brooklyn,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,42,250,0.0,50.0,0,2,3,1125,3,0,0,strict_14_with_grace_period,40.71449,-73.94195,12,8434
2574,1,1,10,0,512.0,512.0,92,2.0,7,1,0,Bedford-Stuyvesant,Brooklyn,Townhouse,Private room,6,1.0,3.0,3.0,1,27,120,100.0,100.0,10,1,5,365,34,1,0,strict_14_with_grace_period,40.69247,-73.92875,3,22526
2575,1,1,10,0,494.0,494.0,90,1.0,2,1,0,East Village,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,14,80,0.0,0.0,20,1,3,29,29,0,0,flexible,40.72239,-73.9821,11,12384
2576,1,1,10,1,540.0,540.0,100,1.0,1,1,0,South Slope,Brooklyn,Townhouse,Entire home/apt,2,1.0,1.0,1.0,1,24,150,0.0,120.0,0,2,2,27,36,1,0,strict_14_with_grace_period,40.66793,-73.98934,3,4391
2577,0,1,9,0,2121.0,2121.0,99,844.0,7,1,0,Chelsea,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,34,179,500.0,130.0,5,2,30,1125,3,1,0,strict_14_with_grace_period,40.743,-73.99521,102,4290
2578,0,0,8,0,2121.0,2121.0,99,844.0,7,1,0,Chelsea,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,34,210,500.0,130.0,5,2,30,1125,2,1,0,strict_14_with_grace_period,40.7429,-73.99428,102,4290
2579,0,1,9,0,1531.0,1531.0,100,3.0,7,1,0,Murray Hill,Manhattan,Serviced apartment,Entire home/apt,4,1.0,2.0,2.0,1,40,175,0.0,140.0,0,1,29,1125,8,1,0,flexible,40.74416,-73.9727,11,1801
2580,1,1,10,1,535.0,535.0,100,2.0,3,1,0,Edgemere,Queens,Apartment,Entire home/apt,6,1.0,1.0,1.0,1,43,200,300.0,80.0,100,1,1,90,11,0,0,flexible,40.59684,-73.76873,1,1198
2581,1,1,10,1,493.0,493.0,100,2.0,5,1,0,Bensonhurst,Brooklyn,Apartment,Entire home/apt,8,1.0,2.0,5.0,1,36,123,500.0,100.0,15,3,2,28,50,0,0,strict_14_with_grace_period,40.60557,-73.99799,1,831
2582,0,1,9,0,3050.0,3050.0,92,3.0,7,1,1,Williamsburg,Brooklyn,Apartment,Private room,2,1.5,1.0,1.0,1,14,130,0.0,100.0,20,1,3,60,13,1,0,strict_14_with_grace_period,40.70732,-73.94536,1,16550
2583,0,0,6,0,517.0,517.0,94,74.0,7,1,0,Hell's Kitchen,Manhattan,Serviced apartment,Entire home/apt,4,1.0,2.0,4.0,1,34,250,1000.0,250.0,0,1,30,1125,1,0,0,strict_14_with_grace_period,40.76711,-73.98685,49,2613
2584,1,1,10,0,492.0,492.0,100,5.0,8,1,0,Bushwick,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,18,40,0.0,10.0,15,1,1,1125,1,1,0,flexible,40.69688,-73.91787,1,18953
2585,1,1,10,1,493.0,493.0,100,2.0,5,1,0,Bensonhurst,Brooklyn,Apartment,Entire home/apt,4,1.0,1.0,3.0,1,33,113,300.0,75.0,15,3,3,28,27,0,0,strict_14_with_grace_period,40.60569,-73.99823,1,831
2586,1,1,10,0,2756.0,2756.0,100,1.0,5,1,1,Ridgewood,Queens,Apartment,Entire home/apt,4,1.0,3.0,4.0,1,12,105,0.0,40.0,20,4,7,14,2,0,0,flexible,40.70804,-73.89747,1,10885
2587,0,1,9,0,495.0,495.0,0,1.0,4,1,0,East Village,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,17,250,0.0,100.0,0,1,2,1125,10,0,0,strict_14_with_grace_period,40.72935,-73.99054,19,6868
2588,1,1,10,0,1320.0,1320.0,100,1.0,3,1,0,East Harlem,Manhattan,Apartment,Private room,1,1.0,1.0,1.0,1,19,90,0.0,0.0,0,1,59,360,2,1,0,flexible,40.79099,-73.93877,3,9588
2589,0,1,9,0,1661.0,1661.0,96,2.0,8,1,1,Bedford-Stuyvesant,Brooklyn,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,35,126,150.0,100.0,10,1,2,90,48,0,0,strict_14_with_grace_period,40.68634,-73.93817,3,22526
2590,1,1,10,0,2326.0,2326.0,100,1.0,6,1,0,Bushwick,Brooklyn,Apartment,Private room,1,1.0,1.0,1.0,1,28,60,0.0,30.0,0,1,4,1125,10,1,0,moderate,40.70048,-73.9295,1,16550
2591,0,1,9,0,493.0,493.0,100,1.0,2,1,0,Brooklyn Heights,Brooklyn,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,25,200,0.0,80.0,0,1,1,10,15,0,0,flexible,40.6987,-73.99275,12,3870
2592,1,1,10,0,3092.0,3092.0,0,1.0,4,1,1,Long Island City,Queens,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,11,150,0.0,60.0,0,1,3,1125,2,0,0,flexible,40.74583,-73.95363,6,3634
2593,0,1,9,1,1649.0,1649.0,95,7.0,4,1,0,East Harlem,Manhattan,Condominium,Private room,2,1.0,1.0,1.0,1,23,85,300.0,50.0,40,1,3,1125,15,0,0,strict_14_with_grace_period,40.79232,-73.94156,3,9588
2594,0,1,9,0,1002.0,1002.0,99,36.0,8,1,0,Bedford-Stuyvesant,Brooklyn,Hostel,Hotel room,1,2.0,1.0,2.0,1,13,38,0.0,12.0,0,1,3,1125,15,1,0,flexible,40.69393,-73.957,2,8703
2595,0,1,9,0,1002.0,1002.0,99,36.0,8,1,0,Bedford-Stuyvesant,Brooklyn,Hostel,Hotel room,1,2.0,1.0,1.0,1,17,37,0.0,12.0,0,1,1,1125,16,1,0,flexible,40.69254,-73.95563,2,8703
2596,0,1,9,0,2700.0,2700.0,100,5.0,6,1,0,Williamsburg,Brooklyn,Loft,Private room,2,1.0,1.0,1.0,1,43,58,100.0,30.0,20,1,3,30,58,1,0,moderate,40.71031,-73.93623,1,16550
2597,1,1,10,1,834.0,834.0,100,1.0,3,1,0,Dyker Heights,Brooklyn,House,Private room,2,1.0,1.0,1.0,1,9,55,0.0,35.0,10,1,1,30,55,1,0,flexible,40.61699,-74.01042,1,216
2598,1,1,10,0,1893.0,1893.0,100,1.0,4,1,0,East Village,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,22,225,0.0,100.0,50,1,2,1125,9,1,0,strict_14_with_grace_period,40.73215,-73.9866,19,6868
2599,1,1,10,0,2700.0,2700.0,100,5.0,6,1,0,Williamsburg,Brooklyn,Loft,Private room,2,1.0,1.0,1.0,1,32,58,100.0,30.0,20,1,3,30,59,1,0,moderate,40.70859,-73.93572,1,16550
2600,0,1,9,1,2441.0,2441.0,100,1.0,8,1,0,Kips Bay,Manhattan,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,27,140,0.0,0.0,15,2,5,90,27,0,0,flexible,40.73932,-73.97764,14,781
2601,1,1,10,0,1844.0,1844.0,80,2.0,7,1,0,Bushwick,Brooklyn,Loft,Private room,1,1.0,1.0,1.0,1,17,68,0.0,20.0,0,1,2,7,13,0,0,strict_14_with_grace_period,40.6993,-73.92603,3,22526
2602,0,1,9,0,1655.0,1655.0,90,3.0,9,1,0,Rego Park,Queens,House,Entire home/apt,6,1.0,2.0,2.0,1,31,140,350.0,100.0,50,4,2,1125,24,0,0,moderate,40.71662,-73.85971,1,1013
2603,0,1,9,1,516.0,516.0,100,1.0,5,1,0,Harlem,Manhattan,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,24,126,0.0,50.0,0,1,4,5,48,1,0,flexible,40.80329,-73.957,2,5215
2604,0,0,7,0,519.0,519.0,100,35.0,2,1,0,Woodside,Queens,House,Private room,1,1.0,1.0,1.0,1,13,35,500.0,65.0,0,1,28,1125,4,0,0,strict_14_with_grace_period,40.7423,-73.89426,1,4280
2605,1,1,10,0,1254.0,1254.0,100,1.0,3,1,0,Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,13,97,1000.0,35.0,10,1,4,1125,5,1,0,moderate,40.8043,-73.95608,2,5215
2606,1,1,10,0,1101.0,1101.0,100,2.0,3,1,0,Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,13,65,150.0,50.0,50,4,4,1124,2,1,0,flexible,40.82771,-73.9499,3,9233
2607,1,1,10,1,492.0,492.0,100,1.0,4,1,0,Middle Village,Queens,House,Entire home/apt,3,1.0,0.0,0.0,1,35,85,250.0,50.0,10,2,2,31,50,0,0,strict_14_with_grace_period,40.71775,-73.87488,1,592
2608,0,1,9,0,1002.0,1002.0,99,36.0,8,1,0,Bedford-Stuyvesant,Brooklyn,Hostel,Hotel room,1,2.0,1.0,2.0,1,12,36,0.0,12.0,0,1,1,1125,27,1,0,flexible,40.69322,-73.95519,2,8703
2609,0,1,9,0,513.0,513.0,100,3.0,3,1,0,Williamsburg,Brooklyn,Apartment,Entire home/apt,6,1.0,2.0,3.0,1,26,160,100.0,45.0,12,1,3,1125,86,1,0,strict_14_with_grace_period,40.71283,-73.94157,12,8434
2610,1,1,10,1,1410.0,1410.0,100,7.0,7,1,0,Upper East Side,Manhattan,Serviced apartment,Entire home/apt,2,1.0,0.0,2.0,1,31,165,750.0,260.0,25,1,30,1125,1,0,0,strict_14_with_grace_period,40.76515,-73.96662,8,1143
2611,0,1,9,1,1866.0,1866.0,100,3.0,5,1,0,Bushwick,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,29,65,200.0,15.0,25,2,1,28,63,1,0,flexible,40.70192,-73.9168,1,18953
2612,0,1,9,0,2682.0,2682.0,100,1.0,6,1,0,Chinatown,Manhattan,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,33,350,0.0,150.0,0,1,2,1125,12,0,0,moderate,40.71882,-73.99652,51,4509
2613,1,1,10,1,1895.0,1895.0,90,1.0,5,1,1,West Village,Manhattan,Loft,Entire home/apt,2,1.0,1.0,1.0,1,34,190,500.0,100.0,0,1,30,365,6,0,0,strict_14_with_grace_period,40.73495,-74.00402,22,4471
2614,0,0,8,0,491.0,491.0,100,2.0,2,1,0,Chinatown,Manhattan,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,21,180,150.0,85.0,25,2,2,90,30,1,0,strict_14_with_grace_period,40.71709,-73.99746,51,4509
2615,1,1,10,0,1139.0,1139.0,100,1.0,5,1,1,Chelsea,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,35,225,0.0,60.0,0,1,3,1125,27,1,0,flexible,40.74752,-73.9976,117,1511
2616,1,1,10,0,492.0,492.0,100,2.0,5,1,0,Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,32,150,0.0,35.0,35,1,2,365,41,1,0,strict_14_with_grace_period,40.82287,-73.95394,3,9233
2617,1,1,10,1,2058.0,2058.0,100,2.0,4,1,1,Bushwick,Brooklyn,Loft,Private room,1,1.0,1.0,1.0,1,28,65,0.0,45.0,45,1,3,1125,3,0,0,moderate,40.7052,-73.92101,1,18953
